,index,age,gender_code,security_no,region_category,membership_category,joining_date,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_time_spent,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score,gender
2034,2040,10,1,1,1368,420,5,1571,1,1158,519,1176,1,18,138.77,116,716.51,1912,1524,1754,438,588,0,0
699,699,53,1,1,1368,525,8,1423,1631,1158,1307,1176,1,19,33.71,89,605.39,1912,1524,1754,438,613,1,0
5057,5067,53,1,1,1368,525,1,1571,2,1182,1307,1167,1,14,1490.44,127,631.52,1912,1524,1754,458,554,1,0
3405,3414,44,1,1,1625,765,5,1423,1631,1158,519,1176,1,13,33.47,94,1246.650062,1588,1976,1746,1746,588,1,0
6009,6021,16,0,1,1368,390,3,1571,1,1158,1272,1176,1,14,252.04,1,724.83,1588,1976,1754,438,133,0,1
2912,2919,31,0,1,1368,765,5,1423,1631,1160,1272,1167,1,16,163.25,107,618.96,1588,1976,1754,438,603,1,1
4200,4209,60,0,1,1368,525,3,1571,1,1158,1307,1176,1,10,1024.793658,122,660.72,1912,1524,1746,1746,588,1,1
2410,2417,37,1,1,1368,744,2,1571,1631,1160,1272,1157,1,4,119.76,126,667.09,1912,1524,1746,1746,613,1,0
1409,1411,23,0,1,1368,420,2,1423,1631,1182,1307,1167,1,8,69.78,122,777.13,1588,1976,1746,1746,603,0,1
1080,1081,25,1,1,1368,765,4,1571,1,1160,402,1157,2,-999,628.14,89,598.62,1588,1976,1746,1746,590,1,0
3840,3849,59,0,1,1368,390,6,1571,1,1182,1307,1157,1,19,180.71,126,780.94,1588,1976,1754,418,133,0,1
2517,2524,20,0,1,1625,765,2,506,1,1182,519,1176,1,5,110.86,101,1077.37645,1912,1524,1746,1746,603,1,1
682,682,63,1,1,1368,390,3,1571,1631,1182,1307,1176,1,10,230.6,131,843.27,1912,1524,1746,1746,155,0,0
6396,6410,10,0,1,507,765,5,1571,1,1158,519,1157,1,9,715.44,107,577.71,1588,1976,1754,458,590,1,1
3176,3184,53,1,1,1368,744,6,1571,1,1160,402,1157,1,10,561.89,115,608.17,1588,1976,1754,440,588,1,0
3879,3888,43,0,1,1368,656,8,1423,1631,1158,519,1167,1,4,358.34,115,744.2819092999999,1588,1976,1754,440,588,1,1
2918,2925,40,1,1,1368,765,7,1571,2,1182,1272,1167,1,8,48.52,126,613.98,1588,1976,1746,1746,590,1,0
3213,3221,47,0,1,1368,420,5,1571,2,1160,1272,1167,1,8,88.46,126,701.41,1912,1524,1754,440,613,0,1
2258,2264,57,0,1,1625,765,7,1423,1631,1158,1307,1157,1,5,122.79,1,582.82,1912,1524,1754,418,554,1,1
1500,1502,32,1,1,1368,420,4,1423,1631,1160,1307,1176,1,13,94.69,315,841.03,1588,1976,1746,1746,125,0,0
1151,1153,32,1,1,1368,765,4,1423,1631,1158,519,1167,1,8,384.85,115,652.63,1912,1524,1754,458,590,1,0
6395,6409,18,1,1,1625,744,7,1571,2,1182,1307,1167,1,14,214.12,133,143.2707875,1912,1524,1746,1746,588,0,0
1206,1208,34,0,1,1625,525,4,1571,1,1158,1272,1167,1,19,87.06,137,1292.918268,1912,1524,1746,1746,554,0,1
1826,1829,52,1,1,1625,656,7,1571,1631,1158,1272,1167,1,17,-762.567893,104,1058.603775,1912,1524,1746,1746,554,0,0
3610,3619,62,1,1,1368,390,8,1423,1631,1182,1307,1157,1,9,140.84,126,804.24,1588,1976,1754,418,133,0,0
3279,3288,13,0,1,507,656,2,1571,1631,1182,1307,1167,1,5,118.19,29,783.56,1588,1976,1754,418,125,0,1
4022,4031,30,1,1,1368,390,5,1423,1631,1182,1307,1176,1,7,378.57,29,792.51,1588,1976,1746,1746,139,0,0
5986,5998,47,0,1,1368,765,4,1423,1631,1158,519,1176,1,14,205.75,132,553.36,1588,1976,1754,458,603,1,1
3179,3187,35,0,1,1625,525,2,1571,2,1158,1272,1167,1,11,88.08,116,722.89,1588,1976,1746,1746,603,0,1
1682,1685,64,0,1,507,420,2,1571,1,1160,1272,1167,1,17,50.01,23,780.65,1588,1976,1754,438,139,0,1
6484,6498,56,0,1,1625,420,2,1571,1,1182,519,1157,1,3,874.42,116,776.42,1588,1976,1754,418,155,0,1
126,126,15,0,1,1368,420,5,506,1631,1182,1307,1157,1,5,185.05,126,743.57,1588,1976,1746,1746,613,0,1
2438,2445,15,0,1,1368,765,4,1423,1631,1160,1272,1157,1,21,163.36,132,699.84,1588,1976,1746,1746,554,1,1
5947,5959,38,1,1,1625,525,2,1423,1631,1182,1307,1176,2,15,156.36,315,646.35,1588,1976,1746,1746,588,1,0
781,781,18,0,1,1368,765,5,1571,1,1182,1272,1176,1,6,430.65,107,600.05,1588,1976,1746,1746,588,1,1
1133,1135,34,1,1,1625,390,5,506,1,1182,1272,1167,1,1,582.27,121,747.65,1588,1976,1746,1746,590,0,0
2415,2422,39,1,1,1625,525,4,1571,1,1182,1307,1157,1,-999,32.15,315,763.39,1588,1976,1746,1746,554,0,0
4248,4257,57,1,1,1625,525,4,1423,1631,1160,1307,1176,1,24,30.36,104,717.62,1912,1524,1746,1746,590,0,0
3947,3956,26,0,1,1368,656,2,1423,1631,1160,1307,1157,1,17,54.07,117,701.8,1588,1976,1754,418,588,1,1
910,910,56,0,1,1625,525,1,1423,1631,1182,519,1157,1,14,31.11,123,713.25,1912,1976,1754,458,139,0,1
1011,1012,18,1,1,507,765,3,506,1,1160,1272,1157,1,17,233.31,89,624.61,1912,1524,1746,1746,613,1,0
6470,6484,27,0,1,1368,420,4,1423,1631,1160,402,1167,2,12,477.99,137,799.48,1912,1524,1746,1746,613,0,1
2215,2221,47,0,1,1625,744,3,1423,1631,1160,402,1157,1,6,323.31,132,607.65,1912,1976,1754,438,613,1,1
607,607,62,1,1,1625,525,2,506,1,1158,402,1167,1,8,-560.4799565000001,115,623.29,1912,1524,1746,1746,603,1,0
6040,6052,28,1,1,507,656,7,1571,1,1160,1272,1176,1,7,60.8,126,619.61,1588,1976,1746,1746,590,1,0
2224,2230,43,1,1,507,656,7,506,2,1182,1307,1176,1,10,331.58,116,726.67,1912,1976,1746,1746,139,0,0
352,352,51,0,1,1368,390,4,1571,1,1158,519,1167,1,8,32.25,94,796.24,1912,1524,1754,440,554,0,1
5882,5894,50,0,1,1625,656,3,1423,1631,1182,1272,1157,1,23,145.38,104,714.79,1912,1524,1754,458,588,1,1
6263,6277,61,1,1,1625,765,5,1423,1631,1160,519,1167,1,11,-767.0847241,93,642.09,1588,1976,1746,1746,554,1,0
4581,4590,63,0,1,1625,420,5,506,1,1182,1307,1176,1,13,-604.8672690000001,134,788.33,1912,1976,1754,418,155,0,1
2656,2663,16,0,1,1368,656,4,506,1,1160,1272,1176,1,16,721.23,101,242.2026516,1912,1976,1746,1746,613,1,1
5839,5851,16,1,1,1368,744,4,1571,1631,1182,1272,1167,1,7,810.6,119,653.81,1588,1976,1746,1746,588,1,0
785,785,11,1,1,1625,656,8,1571,1631,1160,1307,1157,1,3,141.17,133,707.95,1912,1524,1754,418,588,1,0
4195,4204,27,0,1,507,656,3,1423,1631,1158,1272,1176,1,4,32.73,29,844.47,1588,1976,1746,1746,155,0,1
1323,1325,43,1,1,1625,744,2,1571,1,1182,1272,1167,1,9,980.6,116,534.4,1912,1524,1746,1746,613,1,0
1364,1366,61,0,1,1625,656,2,1571,1,1160,402,1176,1,13,475.09,133,785.98,1588,1976,1746,1746,155,0,1
3951,3960,42,0,1,1625,744,2,1571,1,1182,1307,1167,1,6,102.97,137,664.89,1588,1976,1746,1746,613,1,1
6130,6142,52,1,1,1625,656,3,1423,1631,1158,1272,1157,1,11,291.65,121,744.4,1588,1976,1754,418,155,0,0
4147,4156,41,0,1,1625,525,3,1571,1,1158,1272,1157,1,12,272.8,137,712.8,1588,1976,1754,440,613,1,1
3119,3127,18,0,1,1368,390,4,1423,1631,1182,519,1167,1,14,91.86,315,713.18,1588,1976,1746,1746,613,0,1
4922,4931,16,0,1,1368,656,4,1571,1,1160,1307,1176,1,12,-1039.5450720000001,315,753.72,1912,1524,1754,458,590,0,1
224,224,32,0,1,1625,525,3,1423,1631,1158,1272,1167,1,24,38.88,144,750.83,1588,1976,1754,438,125,0,1
2748,2755,57,0,1,1368,765,2,1423,1631,1158,1307,1167,1,13,144.15,134,1038.822611,1912,1524,1746,1746,588,1,1
2643,2650,33,0,1,507,390,5,1423,1631,1182,1307,1176,1,2,217.29,131,843.72,1912,1524,1746,1746,125,0,1
2766,2773,50,1,1,1625,656,3,1571,1631,1182,519,1157,1,17,31.89,134,1342.747298,1588,1976,1746,1746,588,0,0
2547,2554,32,0,1,1625,525,5,1423,1631,1182,1307,1176,1,14,253.5,134,724.7,1912,1524,1754,438,603,0,1
6024,6036,59,0,1,1625,765,4,1423,1631,1182,519,1167,1,3,193.88,121,686.6,1912,1524,1746,1746,554,1,1
5169,5181,51,0,1,507,765,4,1423,1631,1182,1307,1176,1,7,73.11,315,594.67,1588,1976,1754,418,590,1,1
2737,2744,34,0,1,1368,656,4,1571,1,1160,1272,1157,1,13,931.1538949999999,126,796.81,1588,1976,1746,1746,554,0,1
642,642,20,1,1,1368,744,4,1423,1631,1158,519,1176,1,15,155.12,133,630.41,1912,1524,1746,1746,588,1,0
4265,4274,52,1,1,1625,744,7,506,1631,1160,1272,1157,1,13,62.05,89,612.05,1912,1524,1754,440,613,1,0
3502,3511,40,0,1,1625,656,6,1423,1631,1158,1272,1167,1,15,187.59,93,674.94,1588,1976,1746,1746,590,1,1
271,271,58,0,1,1625,656,8,1571,1631,1158,402,1157,1,6,1600.12,127,725.74,1588,1976,1754,458,590,0,1
1727,1730,28,0,1,507,525,3,506,3,1182,1272,1157,1,10,88.5,113,750.28,1588,1976,1754,458,613,0,1
5856,5868,54,0,1,507,656,4,1423,1631,1158,402,1176,1,6,226.56,123,606.11,1912,1976,1754,458,588,1,1
6168,6180,29,0,1,1625,744,5,1423,1631,1158,1307,1176,1,9,76.72,101,36.84725035,1588,1976,1746,1746,588,1,1
3407,3416,64,0,1,1368,744,3,1571,1,1182,1272,1176,1,13,140.07,115,629.08,1912,1524,1746,1746,554,1,1
6422,6436,11,1,1,507,744,5,1571,1,1182,1307,1167,1,12,781.57,127,659.81,1912,1524,1746,1746,588,1,0
256,256,39,0,1,1368,525,5,1423,1631,1160,1307,1157,1,9,32.91,315,208.90394519999998,1588,1976,1746,1746,554,0,1
641,641,55,1,1,1625,390,4,1571,1,1158,1307,1176,1,-999,602.27,117,771.34,1588,1976,1746,1746,590,0,0
2691,2698,44,1,1,507,390,6,1571,1631,1158,1307,1167,1,5,31.44,117,704.58,1588,1976,1746,1746,613,0,0
2304,2310,60,0,1,1625,765,4,1571,1,1182,1272,1176,1,10,108.93,107,622.14,1912,1524,1754,418,603,1,1
590,590,45,1,1,1368,656,2,1571,1,1182,402,1157,1,6,696.13,122,733.55,1912,1976,1754,418,125,0,0
2472,2479,47,0,1,1625,656,5,1571,1,1182,1307,1157,1,11,169.58,1,698.78,1912,1524,1746,1746,590,1,1
5597,5609,37,1,1,507,744,1,1571,2,1158,519,1167,1,10,145.74,115,601.52,1588,1976,1754,440,613,1,0
4056,4065,63,1,1,1368,390,5,1423,1631,1160,1307,1167,1,19,34.27,119,840.01,1588,1976,1754,418,133,0,0
899,899,49,0,1,1368,525,8,506,1,1158,1272,1176,1,15,195.15,127,760.74,1588,1976,1746,1746,554,0,1
1338,1340,40,0,1,1625,656,5,1423,1631,1182,519,1167,1,11,78.31,104,663.96,1588,1976,1754,440,590,0,1
2147,2153,24,0,1,1625,744,3,506,1,1160,1272,1176,1,10,1150.497941,315,519.49,1912,1524,1754,418,590,1,1
4023,4032,41,0,1,1368,744,4,1423,1631,1160,1272,1157,1,9,385.34,116,647.17,1588,1976,1754,440,588,1,1
2463,2470,26,1,1,1368,420,5,1423,1631,1160,1307,1157,1,22,59.81,126,787.06,1912,1524,1746,1746,603,0,0
1025,1026,55,0,1,507,744,3,506,1,1182,1307,1176,1,19,45.65,101,650.3,1912,1524,1754,458,588,1,1
1063,1064,18,0,1,1368,420,8,1423,1631,1182,1272,1176,2,11,220.43,315,846.73,1912,1524,1754,418,139,0,1
2655,2662,39,1,1,1368,525,2,1571,2,1158,519,1167,1,12,30.2,131,715.1,1588,1976,1754,438,590,1,0
3327,3336,26,0,1,1625,744,1,1571,2,1182,1272,1176,1,20,95.69,126,624.68,1912,1524,1746,1746,603,1,1
6246,6260,55,0,1,1625,390,6,1571,1,1160,1272,1176,1,15,1038.35,20,799.04,1912,1524,1746,1746,155,0,1
3209,3217,63,0,1,1625,390,4,1571,1,1182,519,1157,1,4,372.66,116,757.62,1912,1524,1746,1746,588,0,1
3436,3445,60,0,1,1368,656,2,1571,2,1158,519,1157,1,20,296.31,137,786.18,1588,1976,1754,438,125,0,1
5723,5735,20,1,1,1625,656,8,1423,1631,1158,1272,1157,1,20,173.05,126,731.12,1588,1976,1746,1746,588,0,0
5150,5161,38,0,1,1625,744,4,1571,1,1182,1307,1167,1,4,275.08,144,632.71,1588,1976,1746,1746,613,1,1
5732,5744,50,1,1,1368,744,3,1423,1631,1158,402,1157,1,7,497.96,122,652.39,1588,1976,1746,1746,588,1,0
5111,5121,61,0,1,507,765,4,506,1,1182,1307,1157,1,18,85.83,117,615.09,1588,1976,1754,438,603,1,1
1360,1362,24,1,1,1625,525,6,1571,1631,1160,1272,1176,1,-999,68.93,133,799.15,1588,1976,1746,1746,613,0,0
405,405,55,1,1,1625,525,5,1423,1631,1160,1307,1176,1,15,156.18,134,645.38,1588,1976,1754,458,588,1,0
1407,1409,12,0,1,1625,525,5,1571,1,1158,1307,1167,1,11,109.27,137,364.0502694,1912,1524,1754,458,613,1,1
2177,2183,43,1,1,1625,765,3,1571,1,1182,1272,1176,1,4,139.55,123,698.12,1588,1976,1754,458,554,1,0
3946,3955,37,0,1,1625,765,6,1571,1,1160,1307,1176,1,7,643.09,123,631.89,1912,1976,1754,440,603,1,1
5038,5048,13,0,1,507,765,2,1571,1,1182,402,1167,1,6,953.99,113,602.55,1912,1524,1746,1746,613,1,1
2992,2999,62,0,1,1368,390,5,1571,1,1182,1272,1176,1,13,655.84,117,789.78,1912,1524,1746,1746,590,0,1
3743,3752,36,0,1,1625,744,5,1423,1631,1182,1307,1176,1,14,133.44,122,134.8146199,1588,1976,1754,458,590,0,1
5343,5355,16,0,1,1368,744,4,506,1,1160,1272,1167,1,11,112.96,126,700.25,1588,1976,1754,418,554,1,1
6325,6339,33,0,1,1625,525,4,506,1631,1158,1307,1157,1,8,46.06,127,611.04,1912,1524,1754,418,590,1,1
1426,1428,48,1,1,1625,420,6,506,2,1160,402,1176,1,16,795.47,29,824.6380316000001,1912,1524,1746,1746,155,0,0
5302,5314,18,0,1,507,420,3,1571,1,1182,1272,1167,2,6,1053.6,119,763.04,1912,1976,1754,458,603,0,1
5181,5193,23,0,1,1368,744,3,1423,1631,1160,1272,1176,1,16,159.44,133,700.13,1588,1976,1754,458,590,1,1
3,3,37,1,1,1368,765,5,1571,1,1182,1307,1176,1,11,53.27,132,567.66,1588,1976,1754,418,590,1,0
3464,3473,15,0,1,1368,765,1,1571,1,1160,1307,1176,1,14,142.14,133,545.38,1912,1524,1754,438,603,1,1
5633,5645,51,0,1,1368,390,3,1571,1,1158,1272,1167,2,17,228.41,104,759.33,1588,1976,1754,458,613,0,1
3936,3945,29,1,1,1368,744,2,1423,1631,1158,519,1167,1,11,157.99,1,639.34,1912,1524,1746,1746,554,1,0
2225,2231,55,0,1,1625,656,5,1423,1631,1158,1272,1167,1,24,182.17,115,709.79,1912,1524,1746,1746,554,0,1
5351,5363,53,1,1,1368,765,6,1571,1,1158,1307,1157,1,23,48.71,315,696.64,1912,1524,1754,438,588,1,0
4095,4104,19,0,1,507,525,5,1423,1631,1158,1307,1167,1,12,-676.0285169,117,741.07,1588,1976,1754,440,588,0,1
2916,2923,13,0,1,1368,765,4,1423,1631,1160,1307,1157,1,9,77.5,121,644.87,1912,1524,1754,438,613,1,1
116,116,51,1,1,507,390,2,1423,1631,1158,1307,1157,1,3,-494.08387710000005,144,809.83,1912,1524,1746,1746,133,0,0
6472,6486,12,0,1,1368,656,8,1571,1,1160,1272,1167,1,18,193.54,93,775.61,1912,1524,1754,458,590,0,1
1660,1662,15,1,1,507,765,6,1571,1,1160,1307,1176,1,-999,836.54,131,675.72,1588,1976,1746,1746,588,1,0
325,325,12,1,1,1625,765,2,1423,1631,1160,1307,1157,1,8,122.17,119,677.35,1588,1976,1754,440,590,1,0
5189,5201,45,1,1,1368,765,3,1571,1,1182,1307,1157,1,14,804.8,126,581.0,1912,1976,1746,1746,603,1,0
680,680,20,0,1,1368,525,5,1571,2,1160,519,1157,1,-999,70.73,115,777.0,1588,1976,1754,438,139,0,1
6369,6383,64,1,1,1625,656,1,1571,1,1158,1307,1176,1,8,64.82,315,728.93,1912,1524,1746,1746,603,0,0
2361,2368,61,0,1,1625,744,6,1423,1631,1160,519,1176,1,14,80.29,116,389.1894617,1912,1524,1746,1746,590,1,1
1113,1115,16,0,1,1368,525,4,1571,1,1182,1307,1157,1,14,181.31,127,664.63,1588,1976,1754,418,588,1,1
1060,1061,40,0,1,1625,420,2,1423,1631,1182,519,1157,1,12,292.69,137,837.29,1912,1976,1746,1746,125,0,1
2416,2423,44,0,1,507,420,3,1571,1,1182,1272,1167,1,23,46.63,117,717.0,1588,1976,1746,1746,155,0,1
6220,6234,37,0,1,507,765,3,1423,1631,1160,1307,1167,1,16,273.52,122,617.76,1588,1976,1754,458,603,1,1
3710,3719,14,1,1,1625,420,3,1571,1,1158,1272,1157,1,17,354.57,115,723.1,1912,1524,1746,1746,588,0,0
3551,3560,58,0,1,1625,765,3,1571,1,1182,1272,1167,2,17,35.28,1,810.9381923999999,1588,1976,1746,1746,603,1,1
4020,4029,44,0,1,1625,744,4,1571,1,1158,1307,1167,1,5,714.0,101,611.09,1912,1976,1746,1746,588,1,1
4188,4197,48,0,1,1625,390,1,1423,1631,1158,1307,1167,1,4,1243.474104,107,475.1232839,1912,1524,1746,1746,554,0,1
972,973,59,0,1,1368,765,3,506,1,1182,402,1157,1,5,208.6,126,515.44,1588,1976,1754,418,603,1,1
1370,1372,52,0,1,1368,525,3,1571,1,1182,1272,1157,1,22,383.42,116,615.25,1912,1976,1754,440,554,1,1
3270,3279,25,1,1,1625,420,2,1423,1631,1160,1272,1157,1,17,209.79,116,452.79584189999997,1912,1524,1746,1746,588,0,0
2732,2739,62,0,1,1625,765,5,1423,1631,1182,1272,1167,1,13,494.16,126,603.92,1588,1976,1746,1746,603,1,1
5990,6002,57,1,1,1368,656,4,1571,1,1160,1272,1176,1,15,176.52,115,762.32,1912,1524,1754,418,133,0,0
2141,2147,12,1,1,1625,744,2,1571,1,1158,1307,1176,1,14,-1789.67722,116,689.89,1912,1524,1746,1746,590,1,0
1744,1747,22,0,1,507,525,4,506,1,1160,1307,1167,2,-999,30.32,315,725.71,1588,1976,1754,418,155,0,1
646,646,23,1,1,1368,765,3,1423,1631,1160,519,1176,1,-999,142.61,315,638.2,1912,1524,1746,1746,588,1,0
71,71,39,1,1,1368,765,8,1423,1631,1182,1307,1176,1,13,98.57,116,674.42,1588,1976,1746,1746,613,1,0
4528,4537,26,1,1,1368,765,6,1423,1631,1182,402,1176,1,10,-596.8420624,1,665.72,1588,1976,1746,1746,603,1,0
2892,2899,22,1,1,1368,656,4,1423,1631,1158,1307,1167,1,-999,327.58,107,1083.0775,1588,1976,1754,418,588,1,0
5334,5346,20,1,1,1625,765,4,1571,1,1158,519,1176,1,13,34.97,132,677.64,1588,1976,1746,1746,613,1,0
4595,4604,41,0,1,1625,765,3,1423,1631,1182,1307,1157,1,2,102.3,134,568.56,1912,1524,1746,1746,554,1,1
5105,5115,31,1,1,1625,525,5,1571,1631,1182,1272,1176,1,5,603.64,122,633.17,1912,1976,1754,438,613,1,0
2027,2033,43,1,1,1625,765,1,1571,1631,1158,1307,1157,1,10,71.3,134,667.24,1912,1524,1746,1746,603,1,0
280,280,30,0,1,1368,765,5,1571,1631,1182,519,1167,2,21,31.66,137,711.22,1588,1976,1746,1746,554,0,1
1200,1202,22,0,1,1368,525,8,1571,1,1182,402,1167,1,22,698.31,101,707.87,1912,1524,1746,1746,554,1,1
5608,5620,19,0,1,1625,656,2,1571,1,1160,519,1176,1,11,71.85,122,788.53,1912,1524,1746,1746,603,0,1
1806,1809,20,1,1,1368,744,5,1571,1,1158,1307,1176,1,14,30.51,115,669.64,1912,1524,1754,440,613,1,0
2499,2506,54,0,1,1368,525,3,1571,1,1160,1272,1157,1,7,62.65,137,676.5,1588,1976,1746,1746,588,1,1
1706,1709,42,0,1,1368,420,2,1571,1,1158,1307,1157,1,2,772.46,89,1105.139578,1912,1976,1746,1746,590,0,1
4220,4229,61,0,1,507,744,6,1571,1,1158,1307,1167,2,12,775.88,131,-394.73365010000003,1588,1976,1754,438,554,1,1
3012,3020,45,1,1,1625,525,1,1423,1631,1182,1307,1157,1,6,1191.829059,1,720.96,1588,1976,1754,440,554,0,0
2443,2450,20,1,1,1625,765,5,1423,1631,1158,519,1176,1,17,33.54,315,1158.869024,1912,1524,1754,440,603,1,0
956,957,51,1,1,1625,765,2,1423,1631,1158,1272,1157,1,23,368.75,116,679.41,1912,1976,1746,1746,554,1,0
5964,5976,21,1,1,1625,420,4,1571,1,1160,402,1176,1,15,807.95,315,798.33,1588,1976,1746,1746,125,0,0
903,903,32,1,1,1368,525,3,1423,1631,1158,1307,1176,1,7,-767.7169154000001,137,1030.046318,1588,1976,1754,458,590,0,0
5600,5612,57,0,1,1625,656,6,1423,1631,1158,1272,1157,1,18,204.36,117,1145.78753,1588,1976,1746,1746,125,0,1
1166,1168,24,0,1,1625,390,2,506,1,1158,1272,1157,1,15,77.76,117,499.69564330000003,1912,1524,1754,438,155,0,1
1513,1515,64,0,1,1368,765,5,1423,1631,1182,1307,1167,1,13,87.81,89,541.59,1588,1976,1754,440,590,1,1
4629,4638,26,0,1,1625,656,3,506,1,1158,1272,1167,1,7,238.91,132,700.59,1912,1524,1746,1746,590,0,1
4659,4668,62,0,1,1625,744,5,1571,1,1158,519,1167,1,9,421.05,104,673.53,1912,1524,1746,1746,590,1,1
4724,4733,55,1,1,1625,525,3,1571,1,1158,1272,1157,1,7,1136.370476,115,742.7,1588,1976,1746,1746,603,0,0
2787,2794,38,1,1,1625,744,2,1423,1631,1160,1272,1167,1,15,147.27,116,502.55,1588,1976,1754,458,554,1,0
2540,2547,40,0,1,507,420,4,1571,1,1160,1307,1167,1,-999,195.09,122,783.85,1588,1976,1746,1746,155,0,1
3799,3808,14,0,1,507,390,7,506,1,1182,1272,1167,1,9,202.63,127,751.33,1588,1976,1754,458,125,0,1
3534,3543,55,0,1,1625,656,3,1423,1631,1182,519,1176,2,8,32.51,126,753.59,1912,1524,1746,1746,590,0,1
3535,3544,15,0,1,1368,656,4,1423,1631,1158,519,1176,1,21,496.88,133,783.24,1588,1976,1746,1746,603,0,1
4064,4073,14,1,1,1625,744,5,506,1,1182,1307,1167,2,-999,582.73,134,690.03,1912,1524,1754,438,588,1,0
649,649,38,1,1,1625,656,2,1571,1,1182,519,1157,1,23,62.04,94,700.27,1912,1524,1754,438,613,0,0
3276,3285,38,1,1,1368,656,1,1571,1,1160,402,1167,1,10,556.47,132,715.31,1588,1976,1746,1746,588,0,0
1587,1589,19,1,1,1625,744,5,1571,1,1158,1272,1157,1,13,1647.988166,115,118.1685687,1912,1976,1754,438,603,1,0
3489,3498,63,1,1,1368,765,3,1423,1631,1182,1272,1157,1,15,96.97,93,1018.448557,1588,1976,1746,1746,554,1,0
1091,1093,12,1,1,1625,765,6,1571,1,1160,1307,1176,1,18,116.48,119,558.31,1588,1976,1754,458,613,1,0
2264,2270,39,0,1,1625,744,5,1571,1,1160,1307,1176,1,22,1308.387191,133,626.61,1588,1976,1746,1746,613,1,1
5157,5168,36,0,1,1625,765,7,1423,1631,1160,1272,1176,1,20,52.39,116,611.86,1588,1976,1754,458,590,1,1
2021,2027,10,0,1,1625,525,3,1423,1631,1160,1272,1176,1,-999,160.87,133,771.05,1912,1524,1746,1746,588,0,1
287,287,62,0,1,1625,744,4,1423,1631,1160,1307,1176,1,20,103.42,315,663.11,1912,1524,1746,1746,613,1,1
2532,2539,52,1,1,1625,765,4,1423,1631,1158,1307,1176,1,13,1083.395499,137,707.09,1588,1976,1746,1746,603,1,0
5128,5138,60,0,1,1368,390,3,1423,1631,1158,1307,1157,1,15,-871.1157311000001,119,806.7,1912,1524,1754,440,139,0,1
3238,3246,47,1,1,1368,656,5,1423,1631,1160,1307,1176,2,22,223.23,132,688.7,1588,1976,1746,1746,603,1,0
3586,3595,25,1,1,1625,420,7,1423,1631,1182,1272,1167,1,14,195.81,117,783.23,1588,1976,1754,440,588,0,0
1266,1268,15,1,1,1625,525,3,1571,1,1182,519,1157,1,11,127.48,116,712.26,1588,1976,1754,458,588,0,0
2865,2872,61,1,1,507,420,1,1571,1,1160,1272,1157,1,9,72.92,134,817.58,1912,1524,1746,1746,133,0,0
182,182,47,1,1,1625,765,4,1571,1,1182,402,1167,1,20,692.73,144,1072.745128,1912,1524,1754,440,590,1,0
3783,3792,51,0,1,1625,525,5,1423,1631,1160,402,1176,1,16,428.04,134,736.67,1912,1524,1746,1746,155,0,1
5575,5587,63,1,1,1625,656,4,1423,1631,1182,1272,1167,1,14,331.72,117,634.17,1588,1976,1746,1746,603,1,0
6516,6530,44,1,1,1368,656,4,1423,1631,1160,1307,1157,1,10,113.7,116,746.96,1588,1976,1754,418,588,0,0
3322,3331,26,1,1,507,525,4,1423,1631,1160,1272,1167,1,9,213.37,122,624.17,1588,1976,1746,1746,613,1,0
433,433,26,0,1,1368,765,2,1571,1,1158,1307,1176,1,12,652.19,123,1466.43648,1912,1976,1746,1746,603,1,1
551,551,59,0,1,1368,765,3,1571,1,1160,402,1167,1,13,491.36,94,569.23,1912,1976,1746,1746,588,1,1
959,960,10,0,1,1625,390,5,1571,1,1158,402,1167,1,12,897.8,127,722.64,1588,1976,1746,1746,613,0,1
6251,6265,30,1,1,507,744,6,506,1,1160,1307,1167,1,15,840.8002280999999,315,586.24,1588,1976,1754,440,603,1,0
2100,2106,13,1,1,1368,525,6,1571,1,1158,1272,1176,2,16,138.25,113,757.53,1912,1524,1746,1746,588,0,0
5545,5557,24,0,1,1625,390,4,1571,2,1182,519,1176,2,1,551.68,121,738.32,1912,1524,1754,418,603,0,1
6551,6565,39,1,1,1625,525,5,506,1,1182,1307,1157,1,20,32.74,126,770.71,1588,1976,1754,458,613,0,0
4348,4357,23,0,1,1625,656,2,1571,1,1182,1272,1176,1,6,-903.6838822999999,131,799.59,1588,1976,1746,1746,554,0,1
1508,1510,24,1,1,1625,765,3,1423,1631,1182,519,1176,1,12,225.2,1,587.12,1912,1524,1746,1746,554,1,0
2534,2541,57,1,1,507,765,7,1423,1631,1158,519,1167,1,14,86.64,315,663.86,1588,1976,1754,440,588,1,0
5100,5110,59,1,1,1625,525,7,1571,1,1158,1272,1157,1,12,326.19,127,657.53,1588,1976,1754,440,588,1,0
1769,1772,58,0,1,1368,744,2,1571,1,1182,1307,1167,1,8,137.79,315,515.33,1912,1524,1754,438,590,1,1
1720,1723,48,0,1,1625,656,5,1423,1631,1160,1307,1176,1,23,256.39,133,694.95,1912,1524,1746,1746,603,1,1
6357,6371,25,0,1,1368,765,6,1571,1,1160,519,1157,1,13,708.4,117,700.49,1588,1976,1754,438,603,1,1
6274,6288,54,0,1,1368,744,8,1571,3,1182,1307,1157,1,7,-944.3740455,1,1035.274007,1912,1524,1754,418,603,1,1
